Accession	Organism	Kingdom	Sequence length	SP cleavage	transmembrane_term
Q9ASV5	Arabidopsis thaliana	Viridiplantae	650	False	True
Q9DCJ5	Mus musculus	Metazoa	172	False	False
Q9FLS8	Arabidopsis thaliana	Viridiplantae	478	False	False
Q9FT52	Arabidopsis thaliana	Viridiplantae	168	False	False
Q9V9M8	Drosophila melanogaster	Metazoa	293	False	False
Q9VV87	Drosophila melanogaster	Metazoa	316	False	True
Q80TH2	Mus musculus	Metazoa	1402	False	False
P32876	Bos taurus	Metazoa	136	False	True
Q8K1R3	Mus musculus	Metazoa	783	False	False
P07926	Bos taurus	Metazoa	143	False	True
P53721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224	False	False
Q03713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	159	False	False
Q06646	Rattus norvegicus	Metazoa	141	False	True
Q6DYE4	Arabidopsis thaliana	Viridiplantae	455	False	False
P47057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	False	False
Q9MA15	Arabidopsis thaliana	Viridiplantae	711	False	False
P03888	Mus musculus	Metazoa	318	False	True
P05630	Bos taurus	Metazoa	168	False	False
P08466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329	False	False
P25708	Bos taurus	Metazoa	464	False	False
P32198	Rattus norvegicus	Metazoa	773	False	True
P35434	Rattus norvegicus	Metazoa	168	False	False
P38264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False	True
P38857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	False	True
P40341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	825	False	False
P45953	Rattus norvegicus	Metazoa	655	False	False
P48360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493	False	False
Q3URS9	Mus musculus	Metazoa	406	False	False
Q6PCP5	Mus musculus	Metazoa	291	False	False
Q8BVN7	Mus musculus	Metazoa	312	False	False
Q8R151	Mus musculus	Metazoa	1909	False	False
Q9BKU4	Caenorhabditis elegans	Metazoa	275	False	False
Q9FI43	Arabidopsis thaliana	Viridiplantae	487	False	False
Q9SRH5	Arabidopsis thaliana	Viridiplantae	276	False	False
Q9V492	Drosophila melanogaster	Metazoa	168	False	True
Q9WU65	Mus musculus	Metazoa	554	False	False
Q9Z0W7	Rattus norvegicus	Metazoa	253	False	False
O55207	Rattus norvegicus	Metazoa	1496	False	False
P38143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False	False
A0A140LIF8	Mus musculus	Metazoa	395	False	False
Q8RWG1	Arabidopsis thaliana	Viridiplantae	682	False	False
F1QGH7	Danio rerio	Metazoa	780	False	False
P39547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	False	True
W5U2K2	Catharanthus roseus	Viridiplantae	289	False	False
Q8CJ26	Mus musculus	Metazoa	228	False	False
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59	False	True
Q9VUK8	Drosophila melanogaster	Metazoa	765	False	False
Q5BPF3	Arabidopsis thaliana	Viridiplantae	262	False	False
Q7TSE9	Rattus norvegicus	Metazoa	278	False	False
P48813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	False	False
P56383	Mus musculus	Metazoa	146	False	True
Q06645	Rattus norvegicus	Metazoa	136	False	True
Q3ZBI7	Bos taurus	Metazoa	58	False	True
P04370	Mus musculus	Metazoa	250	False	False
A2AU37	Mus musculus	Metazoa	552	False	False
B1AZ99	Mus musculus	Metazoa	396	False	False
B2D6M2	Caenorhabditis elegans	Metazoa	612	False	False
B5KM66	Mus musculus	Metazoa	88	False	False
D0VWM8	Caenorhabditis elegans	Metazoa	414	False	False
D3ZGB1	Rattus norvegicus	Metazoa	1548	False	False
F4HRV8	Arabidopsis thaliana	Viridiplantae	596	False	False
G5ECC7	Caenorhabditis elegans	Metazoa	1264	False	False
G5EDB2	Caenorhabditis elegans	Metazoa	887	False	False
G5EG17	Caenorhabditis elegans	Metazoa	1149	False	False
O08837	Rattus norvegicus	Metazoa	802	False	False
O22763	Arabidopsis thaliana	Viridiplantae	411	False	False
O24456	Arabidopsis thaliana	Viridiplantae	327	False	False
O35495	Mus musculus	Metazoa	469	False	False
O35973	Mus musculus	Metazoa	1291	False	False
O54992	Mus musculus	Metazoa	473	False	False
O64645	Arabidopsis thaliana	Viridiplantae	214	False	False
O76360	Caenorhabditis elegans	Metazoa	780	False	False
O77460	Drosophila melanogaster	Metazoa	338	False	False
O82645	Arabidopsis thaliana	Viridiplantae	488	False	False
O88942	Mus musculus	Metazoa	717	False	False
O89094	Mus musculus	Metazoa	257	False	False
P00517	Bos taurus	Metazoa	351	False	False
P02255	Drosophila melanogaster	Metazoa	256	False	False
P02319	Mus musculus	Metazoa	51	False	False
P04117	Mus musculus	Metazoa	132	False	False
P07260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213	False	False
P09838	Mus musculus	Metazoa	510	False	False
P0C0W9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	False
P15864	Mus musculus	Metazoa	212	False	False
P15865	Rattus norvegicus	Metazoa	219	False	False
P19360	Rattus norvegicus	Metazoa	260	False	False
P21651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	False	False
P23615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1451	False	False
P23724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False	False
P23949	Mus musculus	Metazoa	484	False	False
P24785	Drosophila melanogaster	Metazoa	1293	False	False
P25298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	677	False	False
P25583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	False	False
P27515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501	False	False
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False	False
P31380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1131	False	False
P32179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357	False	False
P32182	Rattus norvegicus	Metazoa	458	False	False
P32318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	False	False
P32347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	False	False
P32561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	433	False	False
P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False	False
P32908	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1225	False	False
P34730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False	False
P38132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	845	False	False
P38149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	878	False	False
P38624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	False	False
P38632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267	False	False
P38879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	False
P39008	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	433	False	False
P39014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640	False	False
P39943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	False
P39984	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401	False	False
P40303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254	False	False
P40492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	516	False	False
P40554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False	False
P42124	Drosophila melanogaster	Metazoa	760	False	False
P42227	Mus musculus	Metazoa	770	False	False
P43558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	False	False
P47037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1230	False	False
P47130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	False	False
P49435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False	False
P49957	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False	False
P50534	Drosophila melanogaster	Metazoa	773	False	False
P52633	Mus musculus	Metazoa	837	False	False
P53150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	421	False	False
P53303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	False	False
P53669	Rattus norvegicus	Metazoa	647	False	False
P53810	Mus musculus	Metazoa	271	False	False
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767	False	False
P53905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115	False	False
P54860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	False	False
P61092	Mus musculus	Metazoa	282	False	False
P61290	Mus musculus	Metazoa	254	False	False
P63072	Mus musculus	Metazoa	162	False	False
P63242	Mus musculus	Metazoa	154	False	False
P70434	Mus musculus	Metazoa	457	False	False
P70445	Mus musculus	Metazoa	120	False	False
P90838	Caenorhabditis elegans	Metazoa	505	False	False
P91001	Caenorhabditis elegans	Metazoa	368	False	False
P92204	Drosophila melanogaster	Metazoa	280	False	False
P92208	Drosophila melanogaster	Metazoa	372	False	False
P93015	Arabidopsis thaliana	Viridiplantae	131	False	False
P97305	Mus musculus	Metazoa	1075	False	False
P97443	Mus musculus	Metazoa	490	False	False
Q02521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False	False
Q02642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False	False
Q03195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	608	False	False
Q03305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False	False
Q03677	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False	False
Q03771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False	False
Q04207	Mus musculus	Metazoa	549	False	False
Q04601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	652	False	False
Q04964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False	False
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False	False
Q05738	Mus musculus	Metazoa	392	False	False
Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814	False	False
Q06053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	668	False	False
Q07442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	638	False	False
Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False	False
Q07930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	204	False	False
Q08647	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676	False	False
Q08702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False	False
Q08816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343	False	False
Q0JB88	Oryza sativa subsp. japonica	Viridiplantae	416	False	False
Q10L91	Oryza sativa subsp. japonica	Viridiplantae	301	False	False
Q12178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	False	False
Q12400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	False
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	False
Q18237	Caenorhabditis elegans	Metazoa	1076	False	False
Q19203	Caenorhabditis elegans	Metazoa	310	False	False
Q19360	Caenorhabditis elegans	Metazoa	430	False	False
Q19555	Caenorhabditis elegans	Metazoa	1096	False	False
Q21733	Caenorhabditis elegans	Metazoa	546	False	False
Q22812	Caenorhabditis elegans	Metazoa	399	False	False
Q23357	Caenorhabditis elegans	Metazoa	668	False	False
Q24307	Drosophila melanogaster	Metazoa	498	False	False
Q2EMV9	Mus musculus	Metazoa	1817	False	False
Q2HIK4	Arabidopsis thaliana	Viridiplantae	129	False	False
Q2M3X8	Mus musculus	Metazoa	580	False	False
Q38847	Arabidopsis thaliana	Viridiplantae	268	False	False
Q38896	Arabidopsis thaliana	Viridiplantae	201	False	False
Q39016	Arabidopsis thaliana	Viridiplantae	495	False	False
Q3LHL9	Drosophila melanogaster	Metazoa	1658	False	False
Q3MV14	Arabidopsis thaliana	Viridiplantae	386	False	False
Q3ULA2	Mus musculus	Metazoa	605	False	False
Q3UMW7	Mus musculus	Metazoa	384	False	False
Q42479	Arabidopsis thaliana	Viridiplantae	529	False	False
Q505B8	Mus musculus	Metazoa	171	False	False
Q557E7	Dictyostelium discoideum	Amoebozoa	665	False	False
Q55GJ6	Dictyostelium discoideum	Amoebozoa	214	False	False
Q5DU02	Mus musculus	Metazoa	525	False	False
Q5N829	Oryza sativa subsp. japonica	Viridiplantae	953	False	False
Q60680	Mus musculus	Metazoa	745	False	False
Q60793	Mus musculus	Metazoa	483	False	False
Q60817	Mus musculus	Metazoa	215	False	False
Q61083	Mus musculus	Metazoa	619	False	False
Q61188	Mus musculus	Metazoa	746	False	False
Q62520	Mus musculus	Metazoa	530	False	False
Q63285	Rattus norvegicus	Metazoa	419	False	False
Q63934	Mus musculus	Metazoa	411	False	False
Q66JT0	Mus musculus	Metazoa	555	False	False
Q67YG7	Arabidopsis thaliana	Viridiplantae	148	False	False
Q6A028	Mus musculus	Metazoa	585	False	False
Q6GSS7	Mus musculus	Metazoa	130	False	False
Q6NVF4	Mus musculus	Metazoa	1074	False	False
Q6Q783	Mus musculus	Metazoa	468	False	False
Q7K3D8	Drosophila melanogaster	Metazoa	433	False	False
Q80Z30	Rattus norvegicus	Metazoa	750	False	False
Q84L31	Arabidopsis thaliana	Viridiplantae	419	False	False
Q8BP71	Mus musculus	Metazoa	449	False	False
Q8BVE8	Mus musculus	Metazoa	1365	False	False
Q8C0R7	Mus musculus	Metazoa	736	False	False
Q8C4V4	Mus musculus	Metazoa	428	False	False
Q8C8Y5	Mus musculus	Metazoa	445	False	False
Q8CG46	Mus musculus	Metazoa	1101	False	False
Q8CGP0	Mus musculus	Metazoa	126	False	False
Q8CGU4	Rattus norvegicus	Metazoa	1186	False	False
Q8GYH7	Arabidopsis thaliana	Viridiplantae	249	False	False
Q8K120	Mus musculus	Metazoa	901	False	False
Q8K4B0	Mus musculus	Metazoa	715	False	False
Q8L7G0	Arabidopsis thaliana	Viridiplantae	665	False	False
Q8T053	Drosophila melanogaster	Metazoa	434	False	False
Q8UUZ1	Danio rerio	Metazoa	359	False	False
Q8VEE1	Mus musculus	Metazoa	365	False	False
Q8VXV7	Arabidopsis thaliana	Viridiplantae	844	False	False
Q8VY80	Arabidopsis thaliana	Viridiplantae	147	False	False
Q8VZK0	Arabidopsis thaliana	Viridiplantae	267	False	False
Q93725	Caenorhabditis elegans	Metazoa	77	False	False
Q93V58	Arabidopsis thaliana	Viridiplantae	396	False	False
Q944A6	Arabidopsis thaliana	Viridiplantae	487	False	False
Q94BT6	Arabidopsis thaliana	Viridiplantae	609	False	False
Q95QZ9	Caenorhabditis elegans	Metazoa	529	False	False
Q95RQ8	Drosophila melanogaster	Metazoa	683	False	False
Q95Y72	Caenorhabditis elegans	Metazoa	82	False	False
Q96301	Arabidopsis thaliana	Viridiplantae	914	False	False
Q99MD9	Mus musculus	Metazoa	773	False	False
Q9C5C0	Arabidopsis thaliana	Viridiplantae	615	False	False
Q9CA45	Arabidopsis thaliana	Viridiplantae	147	False	False
Q9D030	Mus musculus	Metazoa	160	False	False
Q9DAG5	Mus musculus	Metazoa	247	False	False
Q9ERA6	Mus musculus	Metazoa	838	False	False
Q9ESZ8	Mus musculus	Metazoa	998	False	False
Q9FFF2	Arabidopsis thaliana	Viridiplantae	334	False	False
Q9FJF4	Arabidopsis thaliana	Viridiplantae	306	False	False
Q9FME2	Arabidopsis thaliana	Viridiplantae	460	False	False
Q9FR53	Arabidopsis thaliana	Viridiplantae	2481	False	False
Q9JHX4	Rattus norvegicus	Metazoa	482	False	False
Q9JI10	Mus musculus	Metazoa	497	False	False
Q9JJD0	Mus musculus	Metazoa	305	False	False
Q9JK24	Mus musculus	Metazoa	453	False	False
Q9LDI3	Arabidopsis thaliana	Viridiplantae	446	False	False
Q9LIQ9	Arabidopsis thaliana	Viridiplantae	714	False	False
Q9LJG6	Arabidopsis thaliana	Viridiplantae	193	False	False
Q9LJZ5	Arabidopsis thaliana	Viridiplantae	181	False	False
Q9LXG9	Arabidopsis thaliana	Viridiplantae	293	False	False
Q9M2V1	Arabidopsis thaliana	Viridiplantae	405	False	False
Q9NBK5	Drosophila melanogaster	Metazoa	463	False	False
Q9R085	Rattus norvegicus	Metazoa	952	False	False
Q9R224	Mus musculus	Metazoa	128	False	False
Q9S745	Arabidopsis thaliana	Viridiplantae	541	False	False
Q9S7C0	Arabidopsis thaliana	Viridiplantae	831	False	False
Q9SA98	Arabidopsis thaliana	Viridiplantae	345	False	False
Q9SIV2	Arabidopsis thaliana	Viridiplantae	891	False	False
Q9SND6	Arabidopsis thaliana	Viridiplantae	342	False	False
Q9SQI2	Arabidopsis thaliana	Viridiplantae	1173	False	False
Q9SYB9	Arabidopsis thaliana	Viridiplantae	404	False	False
Q9V535	Drosophila melanogaster	Metazoa	165	False	False
Q9V8P9	Drosophila melanogaster	Metazoa	1038	False	False
Q9VB08	Drosophila melanogaster	Metazoa	435	False	False
Q9VFW4	Drosophila melanogaster	Metazoa	251	False	False
Q9VU77	Drosophila melanogaster	Metazoa	316	False	False
Q9VYD1	Drosophila melanogaster	Metazoa	2313	False	False
Q9W0S7	Drosophila melanogaster	Metazoa	926	False	False
Q9W484	Drosophila melanogaster	Metazoa	985	False	False
Q9WVB3	Mus musculus	Metazoa	581	False	False
Q9WVP6	Mus musculus	Metazoa	642	False	False
Q9WVS8	Mus musculus	Metazoa	806	False	False
Q9Z0I7	Mus musculus	Metazoa	337	False	False
Q9Z2S7	Mus musculus	Metazoa	137	False	False
P92958	Arabidopsis thaliana	Viridiplantae	512	False	False
P50586	Mus musculus	Metazoa	505	False	False
P30999	Mus musculus	Metazoa	938	False	False
O88413	Mus musculus	Metazoa	460	False	False
P36037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715	False	False
A1ZAK1	Drosophila melanogaster	Metazoa	1007	False	False
A2A8L1	Mus musculus	Metazoa	1946	False	False
A2AS55	Mus musculus	Metazoa	361	False	False
A8MR65	Arabidopsis thaliana	Viridiplantae	201	False	False
B2RQL2	Mus musculus	Metazoa	990	False	False
C0HKE5	Mus musculus	Metazoa	130	False	False
C0HKE7	Mus musculus	Metazoa	130	False	False
C0HKE9	Mus musculus	Metazoa	130	False	False
E9Q5G7	Mus musculus	Metazoa	496	False	False
F1R5H6	Danio rerio	Metazoa	1444	False	False
F4KAV2	Arabidopsis thaliana	Viridiplantae	442	False	False
F6TQD1	Mus musculus	Metazoa	307	False	False
G5ED47	Caenorhabditis elegans	Metazoa	413	False	False
G5EG86	Caenorhabditis elegans	Metazoa	394	False	False
H2KZZ2	Caenorhabditis elegans	Metazoa	524	False	False
O08900	Mus musculus	Metazoa	507	False	False
O09130	Mus musculus	Metazoa	412	False	False
O16102	Drosophila melanogaster	Metazoa	892	False	False
O16850	Caenorhabditis elegans	Metazoa	541	False	False
O17679	Caenorhabditis elegans	Metazoa	708	False	False
O22286	Arabidopsis thaliana	Viridiplantae	408	False	False
O35284	Mus musculus	Metazoa	125	False	False
O35426	Mus musculus	Metazoa	267	False	False
O54788	Mus musculus	Metazoa	344	False	False
O70456	Mus musculus	Metazoa	248	False	False
O80775	Arabidopsis thaliana	Viridiplantae	353	False	False
O82794	Arabidopsis thaliana	Viridiplantae	220	False	False
O88477	Mus musculus	Metazoa	577	False	False
O89110	Mus musculus	Metazoa	480	False	False
P04147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	577	False	False
P04197	Drosophila melanogaster	Metazoa	657	False	False
P06104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172	False	False
P07245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	946	False	False
P08898	Caenorhabditis elegans	Metazoa	136	False	False
P09588	Caenorhabditis elegans	Metazoa	127	False	False
P09922	Mus musculus	Metazoa	631	False	False
P0DO11	Arabidopsis thaliana	Viridiplantae	126	False	False
P11416	Mus musculus	Metazoa	462	False	False
P11632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93	False	False
P11633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False	False
P13712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422	False	False
P15314	Mus musculus	Metazoa	329	False	False
P15330	Drosophila melanogaster	Metazoa	999	False	False
P15533	Mus musculus	Metazoa	496	False	False
P17095	Mus musculus	Metazoa	107	False	False
P17157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305	False	False
P17220	Rattus norvegicus	Metazoa	234	False	False
P19541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446	False	False
P20050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605	False	False
P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	False
P21242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	False	False
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	False	False
P22141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False	False
P22265	Drosophila melanogaster	Metazoa	954	False	False
P23179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	398	False	False
P23950	Mus musculus	Metazoa	338	False	False
P24100	Arabidopsis thaliana	Viridiplantae	294	False	False
P24783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	546	False	False
P25569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	745	False	False
