Accession	Organism	Kingdom	Sequence length	transmembrane_term
Q12158	566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q22799	89	Caenorhabditis elegans	Metazoa	False
Q3U0V2	310	Mus musculus	Metazoa	False
Q61464	1960	Mus musculus	Metazoa	False
Q62209	993	Mus musculus	Metazoa	False
Q6PDM2	248	Mus musculus	Metazoa	False
Q7TPV4	1344	Mus musculus	Metazoa	False
Q8BJA3	419	Mus musculus	Metazoa	False
Q8VYJ2	356	Arabidopsis thaliana	Viridiplantae	False
Q924H7	646	Mus musculus	Metazoa	False
Q93356	278	Caenorhabditis elegans	Metazoa	False
Q94234	204	Caenorhabditis elegans	Metazoa	False
Q9CA42	1085	Arabidopsis thaliana	Viridiplantae	False
Q9DBD5	1123	Mus musculus	Metazoa	False
Q9ER69	396	Mus musculus	Metazoa	False
Q9FLL1	602	Arabidopsis thaliana	Viridiplantae	False
Q9JLC3	116	Mus musculus	Metazoa	False
Q9LHF5	602	Arabidopsis thaliana	Viridiplantae	False
Q9M2X3	295	Arabidopsis thaliana	Viridiplantae	False
Q9N5S3	365	Caenorhabditis elegans	Metazoa	False
Q9VL63	290	Drosophila melanogaster	Metazoa	False
Q9VM92	756	Drosophila melanogaster	Metazoa	False
Q9VPM5	539	Drosophila melanogaster	Metazoa	False
Q07807	879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q0WVX5	1040	Arabidopsis thaliana	Viridiplantae	False
D6MZJ6	483	Mus musculus	Metazoa	True
P41958	280	Caenorhabditis elegans	Metazoa	False
P03949	1224	Caenorhabditis elegans	Metazoa	False
P22734	264	Rattus norvegicus	Metazoa	False
P22812	462	Drosophila melanogaster	Metazoa	False
P36408	347	Dictyostelium discoideum	Amoebozoa	False
P38271	328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P81900	377	Drosophila melanogaster	Metazoa	False
P97433	1700	Mus musculus	Metazoa	False
Q00910	644	Rattus norvegicus	Metazoa	True
Q04735	496	Mus musculus	Metazoa	False
Q05652	501	Drosophila melanogaster	Metazoa	False
Q39008	608	Arabidopsis thaliana	Viridiplantae	False
Q54XQ2	1125	Dictyostelium discoideum	Amoebozoa	False
Q60700	888	Mus musculus	Metazoa	False
Q64537	270	Rattus norvegicus	Metazoa	False
Q99MJ6	498	Mus musculus	Metazoa	False
Q99PN0	618	Mus musculus	Metazoa	False
P16861	987	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P16862	959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q64429	543	Mus musculus	Metazoa	False
G5EE01	962	Caenorhabditis elegans	Metazoa	False
P32790	1244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
O64973	889	Arabidopsis thaliana	Viridiplantae	False
O81445	213	Arabidopsis thaliana	Viridiplantae	False
P01120	322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P08103	524	Mus musculus	Metazoa	False
P63094	394	Mus musculus	Metazoa	False
P63212	71	Bos taurus	Metazoa	False
Q1PDV6	513	Arabidopsis thaliana	Viridiplantae	False
Q38868	541	Arabidopsis thaliana	Viridiplantae	False
Q66I42	579	Danio rerio	Metazoa	False
Q8W4I7	528	Arabidopsis thaliana	Viridiplantae	False
A2AMT1	669	Mus musculus	Metazoa	False
A8MQL1	1082	Arabidopsis thaliana	Viridiplantae	False
O35625	863	Mus musculus	Metazoa	False
P32120	420	Bos taurus	Metazoa	False
P70182	546	Mus musculus	Metazoa	False
Q1PDW3	636	Arabidopsis thaliana	Viridiplantae	False
Q42484	909	Arabidopsis thaliana	Viridiplantae	False
Q8BG21	171	Mus musculus	Metazoa	True
Q8CJ00	444	Mus musculus	Metazoa	False
Q9CA89	515	Arabidopsis thaliana	Viridiplantae	False
Q9FMZ0	337	Arabidopsis thaliana	Viridiplantae	False
Q9JJV7	107	Rattus norvegicus	Metazoa	True
Q9SJF0	1018	Arabidopsis thaliana	Viridiplantae	False
P22071	373	Rattus norvegicus	Metazoa	False
P24815	373	Mus musculus	Metazoa	False
Q61767	373	Mus musculus	Metazoa	False
Q91WS0	108	Mus musculus	Metazoa	False
Q9DAQ9	154	Mus musculus	Metazoa	False
A2AP18	1501	Mus musculus	Metazoa	False
D3ZX63	334	Rattus norvegicus	Metazoa	False
O54982	1121	Mus musculus	Metazoa	False
P20152	466	Mus musculus	Metazoa	False
P25297	587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P38983	295	Rattus norvegicus	Metazoa	False
Q0WNP7	463	Arabidopsis thaliana	Viridiplantae	False
Q63768	304	Rattus norvegicus	Metazoa	False
Q804S5	1030	Danio rerio	Metazoa	False
Q8L940	309	Arabidopsis thaliana	Viridiplantae	False
Q9WTR1	756	Mus musculus	Metazoa	False
Q7TMK9	623	Mus musculus	Metazoa	False
Q8VY27	636	Arabidopsis thaliana	Viridiplantae	False
Q9W0G1	548	Drosophila melanogaster	Metazoa	False
P16054	737	Mus musculus	Metazoa	False
P41933	457	Caenorhabditis elegans	Metazoa	False
P49021	1398	Drosophila melanogaster	Metazoa	False
P62775	118	Rattus norvegicus	Metazoa	False
P97367	477	Mus musculus	Metazoa	False
Q12080	455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q21738	335	Caenorhabditis elegans	Metazoa	False
Q9JKF8	280	Rattus norvegicus	Metazoa	False
Q9V3Z1	484	Drosophila melanogaster	Metazoa	False
Q99N69	386	Mus musculus	Metazoa	False
P40015	477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
O74700	87	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P49334	152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q64442	357	Mus musculus	Metazoa	False
P01119	309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P22981	184	Caenorhabditis elegans	Metazoa	False
Q63210	379	Rattus norvegicus	Metazoa	False
Q8C196	1500	Mus musculus	Metazoa	False
Q944A7	512	Arabidopsis thaliana	Viridiplantae	False
Q9LTB8	213	Arabidopsis thaliana	Viridiplantae	False
E9Q7G0	2094	Mus musculus	Metazoa	False
O08773	544	Rattus norvegicus	Metazoa	False
P35290	203	Mus musculus	Metazoa	False
P50545	524	Rattus norvegicus	Metazoa	False
P51579	389	Rattus norvegicus	Metazoa	False
P61793	364	Mus musculus	Metazoa	False
Q7XR88	361	Oryza sativa subsp. japonica	Viridiplantae	False
Q9ZSA2	531	Arabidopsis thaliana	Viridiplantae	False
P27601	377	Mus musculus	Metazoa	False
Q04195	904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q9D074	532	Mus musculus	Metazoa	False
Q9XF23	623	Arabidopsis thaliana	Viridiplantae	False
Q9XGM3	1217	Arabidopsis thaliana	Viridiplantae	False
O77059	542	Drosophila melanogaster	Metazoa	False
P09215	673	Rattus norvegicus	Metazoa	False
P63073	217	Mus musculus	Metazoa	False
Q00558	381	Mus musculus	Metazoa	False
Q08920	208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q19541	169	Caenorhabditis elegans	Metazoa	False
Q39023	370	Arabidopsis thaliana	Viridiplantae	False
Q39026	395	Arabidopsis thaliana	Viridiplantae	False
Q5U349	618	Rattus norvegicus	Metazoa	False
Q62187	859	Mus musculus	Metazoa	False
Q64279	216	Mus musculus	Metazoa	False
Q9I7K6	492	Drosophila melanogaster	Metazoa	False
O74991	577	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
G3XA57	512	Mus musculus	Metazoa	False
P07340	304	Rattus norvegicus	Metazoa	False
P17809	492	Mus musculus	Metazoa	False
P21447	1276	Mus musculus	Metazoa	True
P54654	464	Dictyostelium discoideum	Amoebozoa	False
P70545	587	Rattus norvegicus	Metazoa	True
P97675	875	Rattus norvegicus	Metazoa	False
Q07782	595	Rattus norvegicus	Metazoa	True
Q22397	523	Caenorhabditis elegans	Metazoa	False
Q3U9N9	512	Mus musculus	Metazoa	False
Q4L208	575	Rattus norvegicus	Metazoa	True
Q5EAF2	334	Arabidopsis thaliana	Viridiplantae	False
Q63120	1541	Rattus norvegicus	Metazoa	False
Q63424	729	Rattus norvegicus	Metazoa	True
Q8CGA3	568	Mus musculus	Metazoa	True
Q8K0H1	567	Mus musculus	Metazoa	True
Q8K4R8	601	Rattus norvegicus	Metazoa	False
Q8R2N1	292	Mus musculus	Metazoa	False
Q95QW4	561	Caenorhabditis elegans	Metazoa	False
Q9D808	123	Mus musculus	Metazoa	True
Q9DCP2	505	Mus musculus	Metazoa	True
Q9GL77	1079	Bos taurus	Metazoa	False
Q9JJ09	695	Rattus norvegicus	Metazoa	False
Q9R0W5	495	Rattus norvegicus	Metazoa	True
Q9R1U7	536	Rattus norvegicus	Metazoa	True
V6CIV8	381	Caenorhabditis elegans	Metazoa	False
P19754	1134	Bos taurus	Metazoa	True
P30624	700	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q03206	191	Caenorhabditis elegans	Metazoa	False
Q0D715	512	Oryza sativa subsp. japonica	Viridiplantae	False
Q80VQ0	468	Mus musculus	Metazoa	False
Q9FKW4	523	Arabidopsis thaliana	Viridiplantae	False
P23242	382	Mus musculus	Metazoa	True
P23292	546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P30009	309	Rattus norvegicus	Metazoa	False
P63033	266	Rattus norvegicus	Metazoa	False
P86044	747	Mus musculus	Metazoa	False
Q3UNH4	932	Mus musculus	Metazoa	False
Q42438	533	Arabidopsis thaliana	Viridiplantae	False
Q7XJT7	465	Arabidopsis thaliana	Viridiplantae	False
Q8H186	389	Arabidopsis thaliana	Viridiplantae	False
Q9FE20	456	Arabidopsis thaliana	Viridiplantae	False
Q9FVJ3	337	Arabidopsis thaliana	Viridiplantae	False
Q9JM59	270	Rattus norvegicus	Metazoa	False
P27364	373	Rattus norvegicus	Metazoa	False
P35200	230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P87108	93	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q3E7A4	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q3ZBU2	106	Bos taurus	Metazoa	False
O54784	448	Mus musculus	Metazoa	False
P83103	566	Drosophila melanogaster	Metazoa	False
Q28165	306	Bos taurus	Metazoa	False
Q3TQ03	375	Mus musculus	Metazoa	False
Q54HC6	1460	Dictyostelium discoideum	Amoebozoa	False
Q7XA66	242	Arabidopsis thaliana	Viridiplantae	False
Q8MQX9	1174	Drosophila melanogaster	Metazoa	False
Q8R1N0	363	Mus musculus	Metazoa	False
Q8VC56	488	Mus musculus	Metazoa	False
Q923W1	853	Mus musculus	Metazoa	False
Q9QXM1	983	Mus musculus	Metazoa	False
F1MH24	957	Bos taurus	Metazoa	False
O08679	722	Rattus norvegicus	Metazoa	False
O54698	457	Rattus norvegicus	Metazoa	True
O70531	739	Rattus norvegicus	Metazoa	False
O88563	1522	Rattus norvegicus	Metazoa	False
O88576	615	Mus musculus	Metazoa	False
O88909	537	Mus musculus	Metazoa	True
P15383	130	Rattus norvegicus	Metazoa	True
P26361	1476	Mus musculus	Metazoa	False
P37091	650	Rattus norvegicus	Metazoa	False
P41350	178	Rattus norvegicus	Metazoa	False
P47987	182	Rattus norvegicus	Metazoa	True
Q39033	581	Arabidopsis thaliana	Viridiplantae	False
Q39214	926	Arabidopsis thaliana	Viridiplantae	False
Q3U5F4	280	Mus musculus	Metazoa	False
Q3ZAS0	814	Mus musculus	Metazoa	False
Q3ZAV1	553	Rattus norvegicus	Metazoa	True
Q4H4B6	1724	Danio rerio	Metazoa	False
Q501F9	370	Arabidopsis thaliana	Viridiplantae	False
Q62720	507	Rattus norvegicus	Metazoa	True
Q6P6N5	408	Mus musculus	Metazoa	False
Q8BYF6	611	Mus musculus	Metazoa	True
Q8R0S9	554	Mus musculus	Metazoa	False
Q8VHL0	384	Mus musculus	Metazoa	True
Q91WN3	478	Mus musculus	Metazoa	False
Q94CE4	280	Arabidopsis thaliana	Viridiplantae	False
Q99ML0	440	Mus musculus	Metazoa	False
Q9CR51	118	Mus musculus	Metazoa	False
Q9DBM0	673	Mus musculus	Metazoa	False
Q9FMF5	746	Arabidopsis thaliana	Viridiplantae	False
Q9JHI9	570	Mus musculus	Metazoa	True
Q9XUB9	634	Caenorhabditis elegans	Metazoa	False
P39722	662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P53299	105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q06510	381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q2MH31	260	Mus musculus	Metazoa	False
Q61694	373	Mus musculus	Metazoa	False
P16892	353	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
O54943	1257	Mus musculus	Metazoa	False
P16554	556	Drosophila melanogaster	Metazoa	False
P38557	474	Arabidopsis thaliana	Viridiplantae	False
P93002	593	Arabidopsis thaliana	Viridiplantae	False
Q0WVH0	594	Arabidopsis thaliana	Viridiplantae	False
Q8K4D7	647	Mus musculus	Metazoa	False
Q93ZV7	433	Arabidopsis thaliana	Viridiplantae	False
Q9C5X4	1062	Arabidopsis thaliana	Viridiplantae	False
Q9JJF3	603	Mus musculus	Metazoa	False
Q9U9Y8	634	Caenorhabditis elegans	Metazoa	False
Q29455	198	Bos taurus	Metazoa	False
O81439	318	Arabidopsis thaliana	Viridiplantae	False
Q9SJ50	333	Arabidopsis thaliana	Viridiplantae	False
A0A0G2KTI4	1136	Danio rerio	Metazoa	False
A2ASI5	1947	Mus musculus	Metazoa	False
O70324	545	Mus musculus	Metazoa	False
O88343	1079	Mus musculus	Metazoa	False
O97859	428	Bos taurus	Metazoa	False
P31651	614	Mus musculus	Metazoa	False
P50116	113	Rattus norvegicus	Metazoa	False
P53987	494	Rattus norvegicus	Metazoa	False
P54708	1036	Rattus norvegicus	Metazoa	False
P59158	1002	Mus musculus	Metazoa	False
P82252	487	Rattus norvegicus	Metazoa	True
P93025	915	Arabidopsis thaliana	Viridiplantae	False
Q05AA6	957	Mus musculus	Metazoa	False
Q07436	1427	Drosophila melanogaster	Metazoa	False
Q07969	472	Rattus norvegicus	Metazoa	True
Q61009	509	Mus musculus	Metazoa	True
Q62668	929	Rattus norvegicus	Metazoa	False
Q63488	656	Rattus norvegicus	Metazoa	True
Q63803	1144	Rattus norvegicus	Metazoa	False
Q7TNN9	497	Rattus norvegicus	Metazoa	True
Q8BWG9	304	Mus musculus	Metazoa	False
Q8C3K6	665	Mus musculus	Metazoa	False
Q8K440	1620	Mus musculus	Metazoa	True
Q8K4V2	953	Rattus norvegicus	Metazoa	False
Q91WU2	540	Mus musculus	Metazoa	True
Q99K24	317	Mus musculus	Metazoa	True
Q99PE8	652	Mus musculus	Metazoa	False
Q9D818	391	Mus musculus	Metazoa	False
Q9JMA9	638	Mus musculus	Metazoa	False
Q9R154	780	Rattus norvegicus	Metazoa	True
Q9SWI1	439	Arabidopsis thaliana	Viridiplantae	False
Q9WVR6	533	Rattus norvegicus	Metazoa	False
O70172	405	Mus musculus	Metazoa	False
D6VTK4	431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
F1RAX4	670	Danio rerio	Metazoa	True
O17386	458	Caenorhabditis elegans	Metazoa	True
O76689	714	Caenorhabditis elegans	Metazoa	False
O80725	1286	Arabidopsis thaliana	Viridiplantae	True
O88728	134	Mus musculus	Metazoa	True
P06624	263	Bos taurus	Metazoa	False
P14094	304	Mus musculus	Metazoa	False
P20789	424	Rattus norvegicus	Metazoa	False
P30936	428	Rattus norvegicus	Metazoa	False
P33534	380	Mus musculus	Metazoa	False
P35803	328	Mus musculus	Metazoa	True
P38360	1216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P41948	499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P42866	398	Mus musculus	Metazoa	False
P43252	415	Mus musculus	Metazoa	False
P61837	286	Arabidopsis thaliana	Viridiplantae	False
Q01338	465	Mus musculus	Metazoa	False
Q02785	1511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q03770	852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q08733	286	Arabidopsis thaliana	Viridiplantae	False
Q12256	659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q12675	1612	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q3E7D0	709	Arabidopsis thaliana	Viridiplantae	False
Q3U507	335	Mus musculus	Metazoa	False
Q62463	423	Mus musculus	Metazoa	False
Q63008	618	Rattus norvegicus	Metazoa	False
Q6P9J9	911	Mus musculus	Metazoa	False
Q6VV64	394	Mus musculus	Metazoa	True
Q8VZ80	539	Arabidopsis thaliana	Viridiplantae	False
Q944G5	636	Arabidopsis thaliana	Viridiplantae	True
Q9C757	580	Arabidopsis thaliana	Viridiplantae	False
Q9CPV9	347	Mus musculus	Metazoa	False
Q9EP96	670	Mus musculus	Metazoa	False
Q9EPX4	343	Rattus norvegicus	Metazoa	False
Q9FFW5	681	Arabidopsis thaliana	Viridiplantae	False
Q9JKM5	400	Rattus norvegicus	Metazoa	False
Q9LF79	1074	Arabidopsis thaliana	Viridiplantae	False
Q9Z0Z5	600	Rattus norvegicus	Metazoa	True
Q9ZNQ8	633	Arabidopsis thaliana	Viridiplantae	False
Q9ZQI2	221	Arabidopsis thaliana	Viridiplantae	True
O23530	1437	Arabidopsis thaliana	Viridiplantae	False
P25293	417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q9QZ04	1284	Mus musculus	Metazoa	False
Q9SU72	623	Arabidopsis thaliana	Viridiplantae	False
O18158	1151	Caenorhabditis elegans	Metazoa	False
O54972	620	Mus musculus	Metazoa	False
O82504	1133	Arabidopsis thaliana	Viridiplantae	False
P04786	769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P29617	1703	Drosophila melanogaster	Metazoa	False
P30822	1084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P39015	273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P97452	732	Mus musculus	Metazoa	False
Q04660	807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q09293	367	Caenorhabditis elegans	Metazoa	False
Q10953	796	Caenorhabditis elegans	Metazoa	False
Q12019	4910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q54I18	1046	Dictyostelium discoideum	Amoebozoa	False
Q7TQK0	723	Mus musculus	Metazoa	False
Q9M297	1256	Arabidopsis thaliana	Viridiplantae	False
Q9VEX5	689	Drosophila melanogaster	Metazoa	False
Q9Z2F6	448	Mus musculus	Metazoa	False
B2RX12	1523	Mus musculus	Metazoa	False
J3QMI4	347	Mus musculus	Metazoa	False
O54697	745	Rattus norvegicus	Metazoa	False
O54699	456	Rattus norvegicus	Metazoa	True
P13808	1237	Mus musculus	Metazoa	False
P20353	355	Drosophila melanogaster	Metazoa	False
P21440	1276	Mus musculus	Metazoa	True
P25378	209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P28570	635	Rattus norvegicus	Metazoa	True
P41438	512	Mus musculus	Metazoa	False
P45380	703	Rattus norvegicus	Metazoa	True
P55014	1095	Mus musculus	Metazoa	False
Q08245	113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q61469	283	Mus musculus	Metazoa	True
Q62866	512	Rattus norvegicus	Metazoa	False
Q6RI88	1112	Rattus norvegicus	Metazoa	False
Q7TMS5	657	Mus musculus	Metazoa	False
Q8BTY2	1034	Mus musculus	Metazoa	False
Q8CFZ5	553	Mus musculus	Metazoa	True
Q8R139	528	Mus musculus	Metazoa	True
Q923I7	670	Mus musculus	Metazoa	False
Q9C5Y0	868	Arabidopsis thaliana	Viridiplantae	False
Q9DBP0	697	Mus musculus	Metazoa	False
Q9FG74	498	Arabidopsis thaliana	Viridiplantae	False
Q9JHZ9	504	Rattus norvegicus	Metazoa	True
Q9WUB6	687	Mus musculus	Metazoa	True
Q3UL36	271	Mus musculus	Metazoa	False
Q6A068	802	Mus musculus	Metazoa	False
Q9QZR8	2766	Rattus norvegicus	Metazoa	False
Q9R1A8	733	Mus musculus	Metazoa	False
Q505F1	590	Mus musculus	Metazoa	False
Q9Z172	110	Mus musculus	Metazoa	False
Q9ZT71	1029	Arabidopsis thaliana	Viridiplantae	False
Q8BY35	655	Mus musculus	Metazoa	False
P48558	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	True
Q04458	532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P14681	368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q18825	811	Caenorhabditis elegans	Metazoa	False
Q60823	481	Mus musculus	Metazoa	False
Q99MD6	652	Mus musculus	Metazoa	False
Q9QZB1	239	Mus musculus	Metazoa	False
G5EBX6	876	Caenorhabditis elegans	Metazoa	False
G5EEC5	414	Caenorhabditis elegans	Metazoa	False
O35710	429	Mus musculus	Metazoa	False
O76616	307	Caenorhabditis elegans	Metazoa	False
P11147	651	Drosophila melanogaster	Metazoa	False
P34160	861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P53261	605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q12236	1081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q20057	113	Caenorhabditis elegans	Metazoa	False
Q6ZQL4	677	Mus musculus	Metazoa	False
Q8RWS4	444	Arabidopsis thaliana	Viridiplantae	False
Q94EH8	295	Arabidopsis thaliana	Viridiplantae	False
Q9XVS4	971	Caenorhabditis elegans	Metazoa	False
A0A494BA31	952	Mus musculus	Metazoa	False
D4A734	486	Rattus norvegicus	Metazoa	True
F1M3J4	1325	Rattus norvegicus	Metazoa	False
G5EGP4	865	Caenorhabditis elegans	Metazoa	False
M9PFN0	352	Drosophila melanogaster	Metazoa	False
P11505	1220	Rattus norvegicus	Metazoa	False
P31649	602	Mus musculus	Metazoa	False
P35293	206	Mus musculus	Metazoa	False
P42682	527	Mus musculus	Metazoa	False
P50518	226	Mus musculus	Metazoa	False
P91082	317	Caenorhabditis elegans	Metazoa	False
P97414	668	Mus musculus	Metazoa	False
Q08857	472	Mus musculus	Metazoa	True
Q20591	86	Caenorhabditis elegans	Metazoa	True
Q60825	637	Mus musculus	Metazoa	False
Q80SU6	601	Mus musculus	Metazoa	False
Q80U72	1665	Mus musculus	Metazoa	False
Q80W57	657	Rattus norvegicus	Metazoa	False
Q8K1P8	545	Rattus norvegicus	Metazoa	False
Q8VC69	545	Mus musculus	Metazoa	True
Q8VIM4	307	Mus musculus	Metazoa	True
Q91WV7	685	Mus musculus	Metazoa	False
Q91Y77	514	Rattus norvegicus	Metazoa	False
Q93VD3	482	Arabidopsis thaliana	Viridiplantae	False
Q99N80	567	Mus musculus	Metazoa	False
Q99NH7	744	Mus musculus	Metazoa	False
Q9QXW9	531	Mus musculus	Metazoa	False
Q9VFX3	137	Drosophila melanogaster	Metazoa	True
Q9HGN6	399	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	False
B3G515	353	Danio rerio	Metazoa	False
E2JF22	2547	Mus musculus	Metazoa	False
O04714	326	Arabidopsis thaliana	Viridiplantae	False
O08707	378	Mus musculus	Metazoa	False
O48538	944	Arabidopsis thaliana	Viridiplantae	False
P21555	382	Rattus norvegicus	Metazoa	False
P24942	543	Rattus norvegicus	Metazoa	False
P30554	324	Mus musculus	Metazoa	False
P30987	341	Mus musculus	Metazoa	False
P32240	513	Mus musculus	Metazoa	False
P33302	1511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P35383	373	Mus musculus	Metazoa	False
P38227	689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P54144	501	Arabidopsis thaliana	Viridiplantae	True
P70605	732	Rattus norvegicus	Metazoa	False
P81909	397	Drosophila melanogaster	Metazoa	False
P93004	280	Arabidopsis thaliana	Viridiplantae	False
Q0V8E7	668	Bos taurus	Metazoa	True
Q12333	620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q12361	961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q3UMZ3	260	Mus musculus	Metazoa	True
Q63384	416	Rattus norvegicus	Metazoa	False
Q64347	994	Mus musculus	Metazoa	False
Q7TN37	1213	Mus musculus	Metazoa	False
Q80Z39	360	Rattus norvegicus	Metazoa	False
Q8CD54	2822	Mus musculus	Metazoa	False
Q8RXN0	703	Arabidopsis thaliana	Viridiplantae	False
Q91V45	396	Mus musculus	Metazoa	False
